mese,categoria,cod_stazione,ruolo,cancellate,in_ritardo,effettuate,oltre_60,oltre_15,in_anticipo,oltre_30,oltre_10,minuti_anticipo_tot,corse_osservate,cancellate_tot,minuti_netti_tot,parzialmente_cancellate,in_orario,info_mancante,soppresse,oltre_5,minuti_ritardo_tot,nome_stazione,ritardo_medio,ritardo_mediano,p95,p90
2024-06,IC,S12349,arrivo,0,48,78,14,30,20,26,38,116.0,78,0,2015.0,0,10,0,0,48,2131.0,SIRACUSA,25.83333333333333,8.0,110.15,82.0
2024-06,IC,S12349,partenza,0,31,56,6,18,5,13,22,7.0,56,0,1589.0,0,20,0,0,31,1596.0,SIRACUSA,28.375,6.0,72.75,59.5
2024-06,ICN,N_DEBAB2A3D4C0,arrivo,0,0,2,0,0,2,0,0,10.0,2,0,-10.0,0,0,0,0,0,0.0,REGGIO CALABRIA CENTRALE,-5.0,-5.0,-4.1,-4.2
2024-06,ICN,N_DEBAB2A3D4C0,partenza,0,7,22,0,3,4,1,6,4.0,22,0,128.0,0,11,0,0,7,132.0,REGGIO CALABRIA CENTRALE,5.818181818181818,3.5,19.95,18.200000000000017
2024-06,ICN,N_FEBDC4EA7CA2,arrivo,0,39,79,1,15,14,3,24,41.0,79,0,673.0,0,26,0,0,39,714.0,TORINO P.NUOVA,8.518987341772151,4.0,27.0,21.200000000000003
2024-06,ICN,N_FEBDC4EA7CA2,partenza,0,2,25,0,1,13,1,1,45.0,25,0,17.0,0,10,0,0,2,62.0,TORINO P.NUOVA,0.68,-1.0,6.199999999999989,3.0
2024-06,ICN,S01700,arrivo,0,45,59,1,19,8,7,29,40.0,59,0,759.0,0,6,0,0,45,799.0,MILANO CENTRALE,12.864406779661016,9.0,43.299999999999926,30.40000000000001
2024-06,ICN,S01700,partenza,0,0,3,0,0,2,0,0,8.0,3,0,-7.0,0,1,0,0,0,1.0,MILANO CENTRALE,-2.333333333333333,-2.0,0.6999999999999997,0.4000000000000003
2024-06,ICN,S02114,arrivo,0,1,4,1,1,0,1,1,0.0,4,0,224.0,0,3,0,0,1,224.0,S.CANDIDO,56.0,3.5,183.35,151.70000000000005
2024-06,ICN,S02114,partenza,0,4,7,1,3,2,3,3,2.0,7,0,163.0,0,1,0,0,4,165.0,S.CANDIDO,23.285714285714285,8.0,68.59999999999997,57.20000000000001
2024-06,ICN,S03317,arrivo,0,5,14,0,1,3,0,2,4.0,14,0,52.0,0,6,0,0,5,56.0,TRIESTE CENTRALE,3.714285714285713,2.5,11.749999999999998,9.100000000000003
2024-06,ICN,S03317,partenza,0,6,18,1,4,4,3,5,4.0,18,0,234.0,0,8,0,0,6,238.0,TRIESTE CENTRALE,13.0,2.0,60.89999999999994,37.90000000000002
2024-06,ICN,S08409,arrivo,0,29,64,7,21,21,18,22,116.0,64,0,1252.0,0,14,0,0,29,1368.0,ROMA TERMINI,19.5625,2.5,91.04999999999993,59.7
2024-06,ICN,S08409,partenza,0,11,31,1,6,8,2,7,20.0,31,0,384.0,0,12,0,0,11,404.0,ROMA TERMINI,12.387096774193548,3.0,39.5,17.0
2024-06,ICN,S09818,arrivo,0,2,21,0,1,10,1,1,28.0,21,0,32.0,0,9,0,0,2,60.0,SALERNO,1.5238095238095235,1.0,7.0,3.0
2024-06,ICN,S09818,partenza,0,22,38,1,8,6,2,9,28.0,38,0,399.0,0,10,0,0,22,427.0,SALERNO,10.5,5.0,27.599999999999994,26.300000000000004
2024-06,ICN,S11145,arrivo,0,0,6,0,0,4,0,0,17.0,6,0,-14.0,0,2,0,0,0,3.0,LECCE,-2.333333333333333,-2.0,1.75,1.5
2024-06,ICN,S11145,partenza,0,43,63,1,15,11,4,29,47.0,63,0,625.0,0,9,0,0,43,672.0,LECCE,9.92063492063492,8.0,29.599999999999994,21.400000000000013
2024-06,ICN,S12002,arrivo,0,7,35,4,5,24,4,7,366.0,35,0,3.0,0,4,0,0,7,369.0,PALERMO CENTRALE,0.0857142857142857,-5.0,78.19999999999996,47.00000000000007
2024-06,ICN,S12002,partenza,0,12,49,1,7,24,2,12,153.0,49,0,149.0,0,13,0,0,12,302.0,PALERMO CENTRALE,3.0408163265306123,0.0,23.19999999999999,18.000000000000014
2024-06,ICN,S12301,arrivo,0,12,49,1,7,24,2,12,153.0,49,0,149.0,0,13,0,0,12,302.0,MESSINA CENTRALE,3.0408163265306123,0.0,23.19999999999999,18.000000000000014
2024-06,ICN,S12301,partenza,0,7,35,4,5,24,4,7,366.0,35,0,3.0,0,4,0,0,7,369.0,MESSINA CENTRALE,0.0857142857142857,-5.0,78.19999999999996,47.00000000000007
2024-06,ICN,S12349,arrivo,0,5,12,0,4,4,1,4,14.0,12,0,110.0,0,3,0,0,5,124.0,SIRACUSA,9.166666666666666,3.0,37.54999999999997,19.700000000000003
2024-06,ICN,S12349,partenza,0,31,54,5,22,16,15,23,112.0,54,0,1135.0,0,7,0,0,31,1247.0,SIRACUSA,21.01851851851852,7.5,80.64999999999989,59.0
2024-06,IR,S02332,arrivo,0,1,1,0,1,0,1,1,0.0,1,0,43.0,0,0,0,0,1,43.0,MOZZECANE,43.0,43.0,43.0,43.0
2024-06,IR,S02336,partenza,0,1,1,0,1,0,1,1,0.0,1,0,43.0,0,0,0,0,1,43.0,MANTOVA,43.0,43.0,43.0,43.0
2024-06,MET,N_4867F34F8972,arrivo,0,59,1434,0,9,639,1,23,1068.0,1434,0,302.0,0,704,0,0,59,1370.0,NAPOLI S.GIOV.BARRA,0.2154065620542081,0.0,4.0,2.0
2024-06,MET,N_4867F34F8972,partenza,0,37,1371,0,4,790,0,13,1593.0,1371,0,-580.0,0,530,0,0,37,1013.0,NAPOLI S.GIOV.BARRA,-0.42741341193809873,-1.0,3.0,2.0
2024-06,MET,S09101,arrivo,0,47,1399,0,8,775,0,21,1509.0,1399,0,-319.0,0,560,0,0,47,1190.0,POZZUOLI SOLFATARA,-0.2308248914616497,-1.0,4.0,2.0
2024-06,MET,S09101,partenza,0,54,1363,0,10,658,2,23,1188.0,1363,0,96.0,0,633,0,0,54,1284.0,POZZUOLI SOLFATARA,0.0713754646840148,0.0,4.0,2.0
2024-06,MET,S09103,arrivo,0,66,980,2,19,672,5,38,1576.0,980,0,-247.0,0,231,0,0,66,1329.0,NAPOLI CAMPI FLEGREI,-0.2549019607843137,-1.0,7.0,3.0
2024-06,MET,S09103,partenza,0,125,1127,0,36,515,4,60,1347.0,1127,0,847.0,0,451,0,0,125,2194.0,NAPOLI CAMPI FLEGREI,0.7763519706691109,0.0,10.5,5.0
2024-06,MET,S09110,arrivo,0,11,47,0,5,32,1,9,99.0,47,0,95.0,0,4,0,0,11,194.0,NAPOLI GIANTURCO,2.021276595744681,-3.0,19.7,14.400000000000002
2024-06,MET,S09110,partenza,0,2,44,0,0,26,0,1,57.0,44,0,-23.0,0,16,0,0,2,34.0,NAPOLI GIANTURCO,-0.5227272727272727,-1.0,2.8500000000000014,2.0
2024-06,MET,S09211,arrivo,0,41,184,0,12,66,1,21,145.0,184,0,483.0,0,71,0,0,41,628.0,CASERTA,2.713483146067416,1.0,17.600000000000023,10.0
2024-06,MET,S09211,partenza,0,31,215,1,14,103,2,21,212.0,215,0,437.0,0,77,0,0,31,649.0,CASERTA,2.071090047393365,0.0,20.5,9.0
2024-06,MET,S09213,arrivo,0,10,13,0,6,0,2,7,0.0,13,0,202.0,0,3,0,0,10,202.0,CANCELLO,15.538461538461538,14.0,35.39999999999999,31.000000000000007
2024-06,MET,S09213,partenza,0,3,11,0,0,3,0,1,5.0,11,0,30.0,0,5,0,0,3,35.0,CANCELLO,2.727272727272727,2.0,9.5,9.0
2024-06,MET,S09215,arrivo,0,3,5,0,0,0,0,0,0.0,5,0,21.0,0,2,0,0,3,21.0,ACERRA,4.2,5.0,5.8,5.6
2024-06,MET,S09215,partenza,0,0,5,0,0,5,0,0,10.0,5,0,-10.0,0,0,0,0,0,0.0,ACERRA,-2.0,-2.0,-1.2000000000000002,-1.4
2024-06,MET,S09218,arrivo,0,1,12,0,0,6,0,0,15.0,12,0,-4.0,0,5,0,0,1,11.0,NAPOLI CENTRALE,-0.3333333333333333,-0.5,4.799999999999997,2.8000000000000007
2024-06,MET,S09218,partenza,0,5,12,0,0,3,0,1,6.0,12,0,32.0,0,2,0,0,5,38.0,NAPOLI CENTRALE,3.2000000000000006,3.5,9.55,9.1
2024-06,MET,S09756,arrivo,0,2,61,0,1,0,0,1,0.0,61,0,39.0,0,53,0,0,2,39.0,CASTELLAMMARE DI STABIA,0.7090909090909091,0.0,2.5999999999999943,1.0
2024-06,MET,S09756,partenza,0,1,1,0,0,0,0,0,0.0,1,0,9.0,0,0,0,0,1,9.0,CASTELLAMMARE DI STABIA,9.0,9.0,9.0,9.0
2024-06,MET,S09806,arrivo,0,2,38,0,2,30,0,2,52.0,38,0,-5.0,0,6,0,0,2,47.0,TORRE ANNUNZIATA CENTRALE,-0.131578947368421,-1.5,4.799999999999983,2.3000000000000043
2024-06,MET,S09806,partenza,0,4,35,0,0,21,0,2,43.0,35,0,3.0,0,10,0,0,4,46.0,TORRE ANNUNZIATA CENTRALE,0.0857142857142857,-1.0,7.199999999999989,4.200000000000003
2024-06,MET,S09814,arrivo,0,35,332,0,5,181,0,13,426.0,332,0,108.0,0,112,0,0,35,534.0,NOCERA INFERIORE,0.3292682926829268,-1.0,8.0,5.0
2024-06,MET,S09814,partenza,0,23,273,1,2,172,1,3,465.0,273,0,-112.0,0,76,0,0,23,353.0,NOCERA INFERIORE,-0.4132841328413284,-2.0,5.5,4.0
2024-06,MET,S09818,arrivo,0,42,352,0,6,144,1,8,600.0,352,0,93.0,0,160,0,0,42,693.0,SALERNO,0.26878612716763,1.0,7.0,5.0
2024-06,MET,S09818,partenza,0,34,396,0,7,246,2,18,555.0,396,0,47.0,0,108,0,0,34,602.0,SALERNO,0.1211340206185566,-1.0,8.0,4.0
2024-06,MET,S11721,arrivo,0,0,7,0,0,3,0,0,6.0,7,0,-3.0,0,2,0,0,0,3.0,SAPRI,-0.6,-1.0,1.7999999999999996,1.6
2024-06,MET,S11721,partenza,0,0,11,0,0,6,0,0,15.0,11,0,-11.0,0,5,0,0,0,4.0,SAPRI,-1.0,-1.0,2.0,1.0
2024-06,NCL,N_7B96A6FD7598,arrivo,0,0,1,0,0,1,0,0,24.0,1,0,-24.0,0,0,0,0,0,0.0,ROMA SMISTAMENTO,-24.0,-24.0,-24.0,-24.0
2024-06,NCL,N_83C8957FEDE6,partenza,0,0,1,0,0,1,0,0,7.0,1,0,-7.0,0,0,0,0,0,0.0,PIEDIMONTE-V.S.L.-AQUINO,-7.0,-7.0,-7.0,-7.0
2024-06,NCL,N_979136A15902,partenza,0,0,1,0,0,1,0,0,43.0,1,0,-43.0,0,0,0,0,0,0.0,1`BIVIO ORTE NORD,-43.0,-43.0,-43.0,-43.0
2024-06,NCL,N_C76BB014A48D,arrivo,0,0,1,0,0,0,0,0,0.0,1,0,0.0,0,0,0,0,0,0.0,SAN GIUSEPPE DI CAIRO,0.0,0.0,0.0,0.0
2024-06,NCL,N_DEBAB2A3D4C0,arrivo,0,0,1,0,0,1,0,0,7.0,1,0,-7.0,0,0,0,0,0,0.0,REGGIO CALABRIA CENTRALE,-7.0,-7.0,-7.0,-7.0
2024-06,NCL,S00470,partenza,0,0,1,0,0,0,0,0,0.0,1,0,0.0,0,0,0,0,0,0.0,ALESSANDRIA,0.0,0.0,0.0,0.0
2024-06,NCL,S01640,partenza,0,0,1,0,0,1,0,0,24.0,1,0,-24.0,0,0,0,0,0,0.0,MILANO CERTOSA,-24.0,-24.0,-24.0,-24.0
2024-06,NCL,S01645,arrivo,0,0,1,0,0,1,0,0,23.0,1,0,-23.0,0,0,0,0,0,0.0,MILANO PORTA GARIBALDI,-23.0,-23.0,-23.0,-23.0
2024-06,NCL,S06053,partenza,0,0,2,0,0,2,0,0,51.0,2,0,-51.0,0,0,0,0,0,0.0,1°BIVIO VALDARNO SUD,-25.5,-25.5,-24.15,-24.3
2024-06,NCL,S06909,arrivo,0,0,2,0,0,1,0,0,1.0,2,0,-1.0,0,1,0,0,0,0.0,S.GIOVANNI VALDARNO,-0.5,-0.5,-0.05,-0.0999999999999999
2024-06,NCL,S07217,arrivo,0,0,1,0,0,1,0,0,26.0,1,0,-26.0,0,0,0,0,0,0.0,FOLIGNO,-26.0,-26.0,-26.0,-26.0
2024-06,NCL,S07217,partenza,0,0,2,0,0,2,0,0,52.0,2,0,-52.0,0,0,0,0,0,0.0,FOLIGNO,-26.0,-26.0,-21.5,-22.0
2024-06,NCL,S07221,arrivo,0,0,1,0,0,1,0,0,31.0,1,0,-31.0,0,0,0,0,0,0.0,SPOLETO,-31.0,-31.0,-31.0,-31.0
2024-06,NCL,S07226,arrivo,0,0,1,0,0,1,0,0,61.0,1,0,-61.0,0,0,0,0,0,0.0,TERNI,-61.0,-61.0,-61.0,-61.0
2024-06,NCL,S07226,partenza,0,0,1,0,0,1,0,0,23.0,1,0,-23.0,0,0,0,0,0,0.0,TERNI,-23.0,-23.0,-23.0,-23.0
2024-06,NCL,S08203,arrivo,0,1,1,0,1,0,0,1,0.0,1,0,19.0,0,0,0,0,1,19.0,ORVIETO,19.0,19.0,19.0,19.0
2024-06,NCL,S08209,arrivo,0,0,1,0,0,1,0,0,21.0,1,0,-21.0,0,0,0,0,0,0.0,ORTE,-21.0,-21.0,-21.0,-21.0
2024-06,NCL,S08209,partenza,0,0,1,0,0,1,0,0,26.0,1,0,-26.0,0,0,0,0,0,0.0,ORTE,-26.0,-26.0,-26.0,-26.0
2024-06,NCL,S08409,arrivo,0,0,3,0,0,3,0,0,94.0,3,0,-94.0,0,0,0,0,0,0.0,ROMA TERMINI,-31.33333333333333,-27.0,-24.3,-24.600000000000005
2024-06,NCL,S08409,partenza,0,1,3,0,1,1,0,1,1.0,3,0,18.0,0,1,0,0,1,19.0,ROMA TERMINI,6.0,0.0,17.099999999999998,15.199999999999998
2024-06,NCL,S09213,partenza,0,0,1,0,0,1,0,0,61.0,1,0,-61.0,0,0,0,0,0,0.0,CANCELLO,-61.0,-61.0,-61.0,-61.0
2024-06,REG,N00024,arrivo,0,34,250,0,7,14,0,12,14.0,250,0,575.0,0,202,0,0,34,589.0,VARESE NORD,2.3,1.0,8.549999999999983,5.0
2024-06,REG,N00024,partenza,0,72,274,0,8,31,0,19,60.0,274,0,824.0,0,171,0,0,72,884.0,VARESE NORD,3.0072992700729926,2.0,12.0,8.700000000000017
2024-06,REG,N00025,arrivo,0,16,37,0,0,0,0,1,0.0,37,0,165.0,0,21,0,0,16,165.0,VARESE CASBENO,4.45945945945946,4.0,9.0,8.0
2024-06,REG,N00025,partenza,0,1,18,0,0,3,0,0,3.0,18,0,21.0,0,14,0,0,1,24.0,VARESE CASBENO,1.1666666666666667,0.0,3.449999999999996,3.0
2024-06,REG,N00055,arrivo,0,66,370,0,12,41,0,24,49.0,370,0,923.0,0,263,0,0,66,972.0,NOVARA NORD,2.494594594594594,1.0,10.550000000000011,7.0
2024-06,REG,N00055,partenza,0,113,347,0,13,17,0,32,20.0,347,0,1318.0,0,217,0,0,113,1338.0,NOVARA NORD,3.798270893371758,3.0,12.0,9.0
2024-06,REG,N00066,partenza,0,0,1,0,0,0,0,0,0.0,1,0,0.0,0,0,0,0,0,0.0,MEDA,0.0,0.0,0.0,0.0
2024-06,REG,N00068,arrivo,0,1,3,0,0,0,0,1,0.0,3,0,19.0,0,2,0,0,1,19.0,MARIANO COMENSE,6.333333333333333,3.0,12.0,11.0
2024-06,REG,N00068,partenza,0,4,18,0,0,0,0,1,0.0,18,0,41.0,0,13,0,0,4,41.0,MARIANO COMENSE,2.411764705882353,1.0,8.599999999999998,6.200000000000001
2024-06,REG,N00074,arrivo,0,102,139,0,12,0,0,31,0.0,139,0,991.0,0,37,0,0,102,991.0,ERBA,7.129496402877698,6.0,16.0,14.0
2024-06,REG,N00074,partenza,0,44,126,0,8,9,0,18,10.0,126,0,553.0,0,73,0,0,44,563.0,ERBA,4.388888888888889,3.0,15.0,11.5
2024-06,REG,N00079,arrivo,0,111,268,0,11,25,0,31,41.0,268,0,1160.0,0,132,0,0,111,1201.0,ASSO,4.328358208955224,3.0,12.0,10.0
2024-06,REG,N00079,partenza,0,115,304,0,21,14,0,51,18.0,304,0,1509.0,0,175,0,0,115,1527.0,ASSO,4.963815789473684,3.0,17.0,13.0
2024-06,REG,N00210,arrivo,0,12,159,0,3,19,0,3,39.0,159,0,228.0,0,128,0,0,12,267.0,ISEO,1.4339622641509433,1.0,6.0,4.0
2024-06,REG,N00210,partenza,0,11,110,0,3,62,0,6,150.0,110,0,16.0,0,37,0,0,11,166.0,ISEO,0.1454545454545454,-1.0,9.099999999999994,4.1000000000000085
2024-06,REG,N00217,arrivo,0,2,18,0,0,2,0,0,11.0,18,0,18.0,0,14,0,0,2,29.0,PISOGNE,1.0,0.5,6.0,4.600000000000001
2024-06,REG,N00217,partenza,0,1,16,0,0,0,0,0,0.0,16,0,15.0,0,15,0,0,1,15.0,PISOGNE,0.9375,0.0,4.25,3.5
2024-06,REG,N00226,arrivo,0,6,30,0,1,10,0,3,21.0,30,0,58.0,0,14,0,0,6,79.0,BRENO,1.933333333333333,0.0,12.649999999999993,5.6000000000000085
2024-06,REG,N00226,partenza,0,2,39,0,1,2,0,1,6.0,39,0,76.0,0,35,0,0,2,82.0,BRENO,1.9487179487179487,1.0,4.100000000000001,4.0
2024-06,REG,N00235,arrivo,0,44,260,0,22,81,0,26,196.0,260,0,560.0,0,135,0,0,44,756.0,EDOLO,2.1538461538461537,0.0,17.099999999999966,9.199999999999989
2024-06,REG,N00235,partenza,0,35,231,0,13,14,1,32,38.0,231,0,769.0,0,182,0,0,35,807.0,EDOLO,3.329004329004329,1.0,21.0,11.0
2024-06,REG,N_062CD5DC38A2,arrivo,0,2,3,0,1,1,0,1,1.0,3,0,28.0,0,0,0,0,2,29.0,POGGIBONSI,9.333333333333334,6.0,21.3,19.6
2024-06,REG,N_062CD5DC38A2,partenza,0,0,1,0,0,1,0,0,2.0,1,0,-2.0,0,0,0,0,0,0.0,POGGIBONSI,-2.0,-2.0,-2.0,-2.0
2024-06,REG,N_06F2305DF710,arrivo,0,13,254,0,4,160,1,6,288.0,254,0,-24.0,0,75,0,0,13,264.0,CARBONIA SERBARIU,-0.0967741935483871,-1.0,4.649999999999977,2.0
2024-06,REG,N_06F2305DF710,partenza,0,5,251,0,1,150,0,2,291.0,251,0,-114.0,0,95,0,0,5,177.0,CARBONIA SERBARIU,-0.456,-1.0,3.0,2.0
2024-06,REG,N_07D182083E4F,arrivo,0,0,1,0,0,0,0,0,0.0,1,0,0.0,0,1,0,0,0,0.0,POSTO MOV. MIRANDOLA OZZANO,0.0,0.0,0.0,0.0
2024-06,REG,N_098D485D9D54,arrivo,0,59,366,0,7,27,0,15,29.0,366,0,873.0,0,280,0,0,59,902.0,LAVENO,2.3852459016393444,1.0,8.0,6.0
2024-06,REG,N_098D485D9D54,partenza,0,58,347,0,6,44,0,9,70.0,347,0,758.0,0,245,0,0,58,828.0,LAVENO,2.184438040345821,1.0,8.0,5.400000000000034
2024-06,REG,N_0B008F272125,arrivo,0,0,1,0,0,0,0,0,0.0,1,0,1.0,0,1,0,0,0,1.0,SAN GIORGIO DI NOGARO,1.0,1.0,1.0,1.0
2024-06,REG,N_0B008F272125,partenza,0,1,1,0,0,0,0,0,0.0,1,0,5.0,0,0,0,0,1,5.0,SAN GIORGIO DI NOGARO,5.0,5.0,5.0,5.0
2024-06,REG,N_0D2920696248,arrivo,0,0,1,0,0,0,0,0,0.0,1,0,0.0,0,1,0,0,0,0.0,BUCCINO S.,0.0,0.0,0.0,0.0
2024-06,REG,N_0D2920696248,partenza,0,1,1,0,0,0,0,0,0.0,1,0,6.0,0,0,0,0,1,6.0,BUCCINO S.,6.0,6.0,6.0,6.0
2024-06,REG,N_105299730773,arrivo,0,10,57,0,1,12,0,3,21.0,57,0,121.0,0,34,0,0,10,142.0,SAN BENEDETTO SAMBRO-CAST.PEPOLI,2.1607142857142856,1.0,7.75,6.5
2024-06,REG,N_105299730773,partenza,0,6,77,0,0,37,0,2,122.0,77,0,-16.0,0,34,0,0,6,106.0,SAN BENEDETTO SAMBRO-CAST.PEPOLI,-0.2077922077922078,0.0,5.200000000000003,4.0
2024-06,REG,N_12B942CEE428,arrivo,0,11,20,0,3,4,2,5,6.0,20,0,184.0,0,5,0,0,11,190.0,MARRADI,9.2,5.0,48.35000000000001,18.300000000000047
2024-06,REG,N_12B942CEE428,partenza,0,7,30,0,4,12,2,5,24.0,30,0,129.0,0,11,0,0,7,153.0,MARRADI,4.3,2.0,24.59999999999997,17.1
2024-06,REG,N_1826D9B394B1,arrivo,0,1,21,0,1,1,1,1,1.0,21,0,74.0,0,19,0,0,1,75.0,RIONERO ATELLA RIPACANDITA,3.5238095238095246,1.0,4.0,3.0
2024-06,REG,N_1826D9B394B1,partenza,0,1,21,0,1,16,1,1,23.0,21,0,18.0,0,4,0,0,1,41.0,RIONERO ATELLA RIPACANDITA,0.8571428571428571,-1.0,2.0,2.0
2024-06,REG,N_1C248EF31B88,arrivo,0,1,2,0,0,0,0,1,0.0,2,0,14.0,0,1,0,0,1,14.0,POMEZIA - S.PALOMBA,7.0,7.0,13.3,12.6
2024-06,REG,N_1C248EF31B88,partenza,0,0,1,0,0,0,0,0,0.0,1,0,3.0,0,1,0,0,0,3.0,POMEZIA - S.PALOMBA,3.0,3.0,3.0,3.0
2024-06,REG,N_1E2B09B172DF,arrivo,0,1,42,0,1,35,0,1,98.0,42,0,-69.0,0,5,0,0,1,29.0,GRAMMICHELE,-1.6829268292682928,-3.0,1.0,1.0
2024-06,REG,N_1E2B09B172DF,partenza,0,8,41,0,6,24,4,7,62.0,41,0,183.0,0,9,0,0,8,245.0,GRAMMICHELE,4.463414634146342,-1.0,40.0,28.0
2024-06,REG,N_24B26754DFAB,arrivo,0,2,7,0,0,2,0,1,3.0,7,0,19.0,0,3,0,0,2,22.0,CIRE',2.7142857142857144,1.0,9.4,8.8
2024-06,REG,N_24B26754DFAB,partenza,0,3,4,1,2,0,1,2,0.0,4,0,172.0,0,1,0,0,3,172.0,CIRE',43.0,14.5,121.14999999999996,103.30000000000004
2024-06,REG,N_25B9CF10B7D2,arrivo,0,359,3120,10,92,1931,36,142,6411.0,3120,0,-147.0,0,787,0,0,359,6264.0,BOLOGNA C.LE,-0.0477738056548586,-1.0,9.0,5.0
2024-06,REG,N_25B9CF10B7D2,partenza,0,492,3092,8,125,1363,44,219,4041.0,3092,0,4662.0,0,1171,0,0,492,8703.0,BOLOGNA C.LE,1.5406477197620625,0.0,13.0,7.0
2024-06,REG,N_26FAC2401D1E,arrivo,0,439,3938,7,76,1571,30,128,3153.0,3938,0,4824.0,0,1838,0,0,439,7977.0,VENEZIA SANTA LUCIA,1.2536382536382535,1.0,7.0,5.0
2024-06,REG,N_26FAC2401D1E,partenza,0,440,3941,6,95,1842,36,142,6546.0,3941,0,1561.0,0,1591,0,0,440,8107.0,VENEZIA SANTA LUCIA,0.4030467337980893,0.0,7.399999999999637,5.0
2024-06,REG,N_271FD3BAF268,arrivo,0,77,807,0,8,112,0,19,144.0,807,0,1277.0,0,618,0,0,77,1421.0,MALPENSA AEROPORTO T2,1.5824039653035935,1.0,6.0,4.0
2024-06,REG,N_271FD3BAF268,partenza,0,149,812,1,23,179,1,51,283.0,812,0,1808.0,0,484,0,0,149,2091.0,MALPENSA AEROPORTO T2,2.226600985221675,1.0,10.449999999999932,7.0
2024-06,REG,N_291CAC9E4988,arrivo,0,1,1,0,0,0,0,0,0.0,1,0,9.0,0,0,0,0,1,9.0,LIERNA,9.0,9.0,9.0,9.0
2024-06,REG,N_2B704D6CA19B,arrivo,0,1,2,0,0,1,0,0,5.0,2,0,2.0,0,0,0,0,1,7.0,BRESCELLO VIADANA,1.0,1.0,6.399999999999999,5.800000000000001
2024-06,REG,N_2B704D6CA19B,partenza,0,0,1,0,0,0,0,0,0.0,1,0,1.0,0,1,0,0,0,1.0,BRESCELLO VIADANA,1.0,1.0,1.0,1.0
2024-06,REG,N_2F383E08F558,arrivo,0,0,3,0,0,2,0,0,23.0,3,0,-23.0,0,1,0,0,0,0.0,GARBAGNATE M.SE,-7.666666666666667,-7.0,-0.7000000000000011,-1.3999999999999997
2024-06,REG,N_2F383E08F558,partenza,0,3,5,0,0,0,0,1,0.0,5,0,28.0,0,2,0,0,3,28.0,GARBAGNATE M.SE,5.6,7.0,9.8,9.6
2024-06,REG,N_36BF9CCFCA7F,arrivo,0,1,15,0,1,4,0,1,5.0,15,0,23.0,0,10,0,0,1,28.0,ATTIGLIANO,1.5333333333333334,0.0,7.399999999999981,2.0
2024-06,REG,N_36BF9CCFCA7F,partenza,0,3,15,0,1,10,0,2,19.0,15,0,24.0,0,2,0,0,3,43.0,ATTIGLIANO,1.6,-1.0,15.39999999999998,7.999999999999998
2024-06,REG,N_3A52AADF8221,arrivo,0,0,1,0,0,1,0,0,5.0,1,0,-5.0,0,0,0,0,0,0.0,PRACCHIA,-5.0,-5.0,-5.0,-5.0
2024-06,REG,N_3A52AADF8221,partenza,0,0,1,0,0,1,0,0,8.0,1,0,-8.0,0,0,0,0,0,0.0,PRACCHIA,-8.0,-8.0,-8.0,-8.0
2024-06,REG,N_3C277D22EF06,arrivo,0,0,1,0,0,0,0,0,0.0,1,0,2.0,0,1,0,0,0,2.0,TREVI,2.0,2.0,2.0,2.0
2024-06,REG,N_3C9893FCE11D,arrivo,0,1,1,0,1,0,0,1,0.0,1,0,20.0,0,0,0,0,1,20.0,MOLINA CASTEL VECCHIO SUBAQUEO,20.0,20.0,20.0,20.0
2024-06,REG,N_3C9DD23DE13B,arrivo,0,0,1,0,0,0,0,0,0.0,1,0,3.0,0,1,0,0,0,3.0,AMOROSI MELIZZANO,3.0,3.0,3.0,3.0
2024-06,REG,N_3D523D1C375E,arrivo,0,1,1,1,1,0,1,1,0.0,1,0,295.0,0,0,0,0,1,295.0,DEVIATOIO ESTREMO CONEGLIANO,295.0,295.0,295.0,295.0
2024-06,REG,N_3EFE9B98DFF7,arrivo,0,0,1,0,0,1,0,0,3.0,1,0,-3.0,0,0,0,0,0,0.0,JOPPOLO,-3.0,-3.0,-3.0,-3.0
2024-06,REG,N_40611E6A6CC5,arrivo,0,6,210,0,3,192,0,4,1463.0,210,0,-1375.0,0,6,0,0,6,88.0,CASTELBOLOGNESE,-6.740196078431373,-8.0,1.0,-3.0
2024-06,REG,N_40611E6A6CC5,partenza,0,59,196,0,10,23,4,13,55.0,196,0,854.0,0,114,0,0,59,909.0,CASTELBOLOGNESE,4.357142857142857,3.0,11.25,7.0
2024-06,REG,N_4531CF9DA7F6,partenza,0,1,5,0,0,2,0,1,3.0,5,0,14.0,0,2,0,0,1,17.0,CUCCIAGO,2.8,1.0,11.599999999999998,9.2
2024-06,REG,N_45FDE096C05C,arrivo,0,0,1,0,0,0,0,0,0.0,1,0,1.0,0,1,0,0,0,1.0,BAZZANO,1.0,1.0,1.0,1.0
2024-06,REG,N_45FDE096C05C,partenza,0,1,1,0,0,0,0,0,0.0,1,0,5.0,0,0,0,0,1,5.0,BAZZANO,5.0,5.0,5.0,5.0
2024-06,REG,N_4668F72F4E34,partenza,0,1,1,0,0,0,0,1,0.0,1,0,11.0,0,0,0,0,1,11.0,MACCARESE,11.0,11.0,11.0,11.0
2024-06,REG,N_47A789481B35,arrivo,0,3,3,0,2,0,1,3,0.0,3,0,80.0,0,0,0,0,3,80.0,CAPRANICA,26.666666666666668,27.0,41.4,39.8
